location,average_cost,minimum_order,rating,votes,delivery_time,is_rating,is_votes,average_cost_cat,minimum_order_less_50,rating_cat,fast,medium,slow,is_bakery_nf_,city_nf_,rating_votes
"Sector 1, Noida",400.0,50.0,3.9,122.0,30 minutes,1,1,1,0,3_to_3.9,2,0,1,0,Noida,6.164997597868857
"Dockyard Road, Mumbai CST Area",200.0,50.0,3.7,238.0,45 minutes,1,1,0,0,3_to_3.9,1,0,0,0,Mumbai,6.780603493321654
"Moulali, Kolkata",250.0,50.0,3.8,224.0,45 minutes,1,1,1,0,3_to_3.9,2,0,1,0,Kolkata,6.74664711858738
"Dockyard Road, Mumbai CST Area",200.0,50.0,3.8,149.0,30 minutes,1,1,0,0,3_to_3.9,0,2,2,0,Mumbai,6.338947372677799
"Sector 3, Marathalli",200.0,50.0,3.7,660.0,65 minutes,1,1,0,0,3_to_3.9,1,2,0,0,Bengaluru,7.80057265467065
"Yerawada, Pune, Maharashtra",150.0,50.0,3.0,5.0,30 minutes,1,1,0,0,3_to_3.9,0,1,0,0,Pune,2.70805020110221
"Rmz Centennial, I Gate, Whitefield",200.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,0,3,0,0,Bengaluru,0.0
"D-Block, Sector 63, Noida",200.0,50.0,3.9,96.0,30 minutes,1,1,0,0,3_to_3.9,2,0,0,0,Noida,5.9253247446034365
"MG Road, Pune",100.0,50.0,3.9,185.0,65 minutes,1,1,0,0,3_to_3.9,2,0,0,1,Pune,6.581332378213926
"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",150.0,50.0,3.6,47.0,30 minutes,1,1,0,0,3_to_3.9,5,0,0,1,Gurgaon,5.131081447172123
"MG Road, Pune",150.0,50.0,3.4,15.0,45 minutes,1,1,0,0,3_to_3.9,1,1,0,0,Pune,3.9318256327243257
"Sector 1, Noida",200.0,50.0,3.9,66.0,65 minutes,1,1,0,0,3_to_3.9,0,0,2,0,Noida,5.5506312951620265
Majestic,150.0,50.0,4.0,217.0,30 minutes,1,1,0,0,greater_equal_4,1,0,1,0,Bengaluru,6.7661917146603505
"Yerawada, Pune, Maharashtra",150.0,50.0,3.2,69.0,45 minutes,1,1,0,0,3_to_3.9,1,0,0,0,Pune,5.39725731440294
"Sector 1, Noida",100.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,1,1,0,0,Noida,0.0
Delhi University-GTB Nagar,150.0,99.0,3.9,563.0,45 minutes,1,1,0,1,3_to_3.9,2,0,0,0,Delhi,7.694256181275291
"Gora Bazar, Rajbari, North Dumdum, Kolkata",100.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,0,1,0,0,Kolkata,0.0
"FTI College, Law College Road, Pune",100.0,50.0,4.3,462.0,30 minutes,1,1,0,0,greater_equal_4,1,0,0,0,Pune,7.594179913781256
"Tejas Nagar Colony, Wadala West, Mumbai",150.0,50.0,3.8,407.0,30 minutes,1,1,0,0,3_to_3.9,1,0,0,0,Mumbai,7.343814252174935
"Sector 3, Marathalli",250.0,50.0,4.5,4094.0,45 minutes,1,1,1,0,greater_equal_4,2,1,1,0,Bengaluru,9.82135516299751
"Yerawada, Pune, Maharashtra",150.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,1,1,0,0,Pune,0.0
"MG Road, Pune",350.0,50.0,3.3,19.0,30 minutes,1,1,1,0,3_to_3.9,0,3,0,0,Pune,4.138361447638875
"Yerawada, Pune, Maharashtra",200.0,50.0,3.6,191.0,30 minutes,1,1,0,0,3_to_3.9,3,1,0,0,Pune,6.533207273508694
Delhi Cantt.,250.0,50.0,3.3,9.0,30 minutes,1,1,1,0,3_to_3.9,2,0,0,0,Delhi,3.391147045808654
"Yerawada, Pune, Maharashtra",250.0,50.0,3.0,5.0,30 minutes,1,1,1,0,3_to_3.9,0,3,0,0,Pune,2.70805020110221
"Sector 63A,Gurgaon",150.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,0,1,0,0,Gurgaon,0.0
"Sector 63A,Gurgaon",200.0,50.0,3.5,132.0,30 minutes,1,1,0,0,3_to_3.9,3,3,0,0,Gurgaon,6.135564891081739
"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",100.0,50.0,3.5,21.0,30 minutes,1,1,0,0,3_to_3.9,1,0,0,0,Gurgaon,4.297285406218791
"Mico Layout, Stage 2, BTM Layout,Bangalore",100.0,50.0,3.0,28.0,30 minutes,1,1,0,0,3_to_3.9,1,1,0,0,Bengaluru,4.430816798843313
"FTI College, Law College Road, Pune",50.0,50.0,3.2,6.0,30 minutes,1,1,0,0,3_to_3.9,1,0,0,0,Pune,2.954910279033736
"Delhi Administration Flats, Timarpur",100.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,1,3,0,0,Delhi,0.0
"Sector 1, Noida",200.0,50.0,3.2,9.0,30 minutes,1,1,0,0,3_to_3.9,0,2,0,0,Noida,3.3603753871419
"Delhi High Court, India Gate",900.0,99.0,4.3,1788.0,65 minutes,1,1,1,1,greater_equal_4,0,2,1,0,Delhi,8.947467978432977
Delhi Cantt.,250.0,50.0,4.0,500.0,65 minutes,1,1,1,0,greater_equal_4,0,2,1,0,Delhi,7.600902459542082
"FTI College, Law College Road, Pune",200.0,50.0,4.1,200.0,45 minutes,1,1,0,0,greater_equal_4,3,1,0,0,Pune,6.709304340258298
"Moulali, Kolkata",150.0,50.0,3.7,453.0,30 minutes,1,1,0,0,3_to_3.9,1,2,0,0,Kolkata,7.424224945133213
Delhi University-GTB Nagar,200.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,1,1,2,0,Delhi,0.0
"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",200.0,50.0,3.3,14.0,30 minutes,1,1,0,0,3_to_3.9,2,2,0,0,Gurgaon,3.832979798087693
"Sector 3, Marathalli",100.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,3,0,0,0,Bengaluru,0.0
"Yerawada, Pune, Maharashtra",300.0,50.0,3.8,88.0,30 minutes,1,1,1,0,3_to_3.9,1,1,1,0,Pune,5.812337881210547
"Musi Nagar, Malakpet, Hyderabad",200.0,50.0,3.6,47.0,30 minutes,1,1,0,0,3_to_3.9,0,2,0,0,Hyderabad,5.131081447172123
"Sandhurst Road, Mumbai CST Area",200.0,50.0,3.5,80.0,30 minutes,1,1,0,0,3_to_3.9,1,3,0,0,Mumbai,5.634789603169249
"Moulali, Kolkata",250.0,50.0,3.5,15.0,30 minutes,1,1,1,0,3_to_3.9,5,0,0,0,Kolkata,3.960813169597578
"Moulali, Kolkata",150.0,50.0,3.0,9.0,30 minutes,1,1,0,0,3_to_3.9,3,0,0,0,Kolkata,3.295836866004329
"FTI College, Law College Road, Pune",150.0,50.0,3.1,9.0,30 minutes,1,1,0,0,3_to_3.9,0,1,0,0,Pune,3.32862668882732
Majestic,300.0,50.0,3.3,7.0,30 minutes,1,1,1,0,3_to_3.9,0,3,0,0,Bengaluru,3.139832617527748
"Mico Layout, Stage 2, BTM Layout,Bangalore",200.0,50.0,3.9,86.0,30 minutes,1,1,0,0,3_to_3.9,3,0,0,0,Bengaluru,5.815323849389109
"FTI College, Law College Road, Pune",750.0,99.0,4.5,1435.0,45 minutes,1,1,1,1,greater_equal_4,0,1,0,0,Pune,8.772997524969995
"Sector 14, Noida",200.0,99.0,4.0,363.0,45 minutes,1,1,0,1,greater_equal_4,3,0,0,1,Noida,7.280697195384741
"Babarpur, New Delhi, Delhi",100.0,50.0,3.7,101.0,30 minutes,1,1,0,0,3_to_3.9,0,1,0,0,Delhi,5.923453336491439
"FTI College, Law College Road, Pune",50.0,50.0,3.4,17.0,30 minutes,1,1,0,0,3_to_3.9,1,0,0,0,Pune,4.056988775678332
"Rmz Centennial, I Gate, Whitefield",250.0,50.0,3.8,32.0,30 minutes,1,1,1,0,3_to_3.9,2,3,0,0,Bengaluru,4.800736969532067
"Mico Layout, Stage 2, BTM Layout,Bangalore",300.0,99.0,3.9,1368.0,45 minutes,1,1,1,1,3_to_3.9,0,0,2,0,Bengaluru,8.582081651318097
"D-Block, Sector 63, Noida",200.0,99.0,3.7,99.0,30 minutes,1,1,0,1,3_to_3.9,0,1,0,0,Noida,5.903452669784769
"FTI College, Law College Road, Pune",100.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,2,1,0,0,Pune,0.0
"Rmz Centennial, I Gate, Whitefield",150.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,1,1,0,0,Bengaluru,0.0
"Sector 1, Noida",600.0,50.0,4.3,511.0,30 minutes,1,1,1,0,greater_equal_4,0,0,3,0,Noida,7.694984612903221
"Rmz Centennial, I Gate, Whitefield",150.0,50.0,4.4,120.0,30 minutes,1,1,0,0,greater_equal_4,4,0,0,1,Bengaluru,6.269096283706261
"Sector 1, Noida",150.0,50.0,3.4,27.0,45 minutes,1,1,0,0,3_to_3.9,1,1,0,0,Noida,4.519612297626445
"MG Road, Pune",400.0,99.0,3.7,199.0,45 minutes,1,1,1,1,3_to_3.9,0,2,1,0,Pune,6.601637644374671
"Delhi Administration Flats, Timarpur",250.0,0.0,3.4,13.0,30 minutes,1,1,1,0,3_to_3.9,0,1,0,0,Delhi,3.7887247890836524
"Sector 1, Noida",150.0,50.0,3.4,32.0,30 minutes,1,1,0,0,3_to_3.9,1,0,0,0,Noida,4.689511334421843
Delhi University-GTB Nagar,200.0,50.0,3.6,89.0,30 minutes,1,1,0,0,3_to_3.9,2,0,0,0,Delhi,5.7695702151942045
"Dockyard Road, Mumbai CST Area",250.0,50.0,1.0,1.0,30 minutes,0,0,1,0,less_3,0,2,0,0,Mumbai,0.0
"MG Road, Pune",150.0,50.0,3.2,5.0,30 minutes,1,1,0,0,3_to_3.9,0,1,0,0,Pune,2.772588722239781
"D-Block, Sector 63, Noida",200.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,0,1,0,0,Noida,0.0
"Sandhurst Road, Mumbai CST Area",200.0,50.0,3.8,353.0,30 minutes,1,1,0,0,3_to_3.9,3,0,0,0,Mumbai,7.201469123665637
"D-Block, Sector 63, Noida",200.0,99.0,3.6,166.0,30 minutes,1,1,0,1,3_to_3.9,0,1,1,0,Noida,6.392921633818608
"Sector 3, Marathalli",100.0,50.0,3.6,27.0,30 minutes,1,1,0,0,3_to_3.9,2,0,0,0,Bengaluru,4.576770711466393
"Babarpur, New Delhi, Delhi",100.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,0,1,0,0,Delhi,0.0
"D-Block, Sector 63, Noida",200.0,50.0,3.5,73.0,65 minutes,1,1,0,0,3_to_3.9,0,2,1,0,Noida,5.543222409643759
"Sector 14, Noida",150.0,50.0,3.2,62.0,30 minutes,1,1,0,0,3_to_3.9,2,0,0,1,Noida,5.290285194850773
"Sector 3, Marathalli",100.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,2,0,0,0,Bengaluru,0.0
"Tejas Nagar Colony, Wadala West, Mumbai",150.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,1,0,0,0,Mumbai,0.0
"Tiretti, Kolkata",150.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,1,0,0,0,Kolkata,0.0
"Nathan Road, Mangaldas Road, Pune",300.0,50.0,2.8,19.0,45 minutes,1,1,1,0,less_3,3,2,0,0,Pune,3.9740583963475986
"Sector 3, Marathalli",300.0,50.0,4.1,854.0,45 minutes,1,1,1,0,greater_equal_4,4,0,1,0,Bengaluru,8.160918167498831
"Sector 14, Noida",100.0,99.0,3.0,60.0,45 minutes,1,1,0,1,3_to_3.9,2,0,0,0,Noida,5.19295685089021
Delhi Cantt.,200.0,50.0,3.4,8.0,30 minutes,1,1,0,0,3_to_3.9,0,1,1,0,Delhi,3.3032169733019514
"FTI College, Law College Road, Pune",100.0,50.0,3.1,6.0,30 minutes,1,1,0,0,3_to_3.9,1,1,0,0,Pune,2.9231615807191558
"D-Block, Sector 63, Noida",200.0,50.0,3.9,113.0,65 minutes,1,1,0,0,3_to_3.9,1,0,0,0,Noida,6.088364371847941
"Rmz Centennial, I Gate, Whitefield",200.0,50.0,3.6,9.0,30 minutes,1,1,0,0,3_to_3.9,0,3,0,0,Bengaluru,3.4781584227982836
Mumbai Central,100.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,1,0,0,0,Mumbai,0.0
"Nathan Road, Mangaldas Road, Pune",50.0,50.0,3.3,10.0,30 minutes,1,1,0,0,3_to_3.9,1,0,0,0,Pune,3.4965075614664802
Delhi University-GTB Nagar,100.0,50.0,3.8,110.0,30 minutes,1,1,0,0,3_to_3.9,1,0,0,1,Delhi,6.035481432524756
"Sector 1, Noida",100.0,50.0,3.8,67.0,30 minutes,1,1,0,0,3_to_3.9,0,1,0,0,Noida,5.539693686123306
"Sector 1, Noida",600.0,50.0,3.7,254.0,45 minutes,1,1,1,0,3_to_3.9,0,1,3,0,Noida,6.8456670866687155
"MG Road, Pune",100.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,1,1,1,0,Pune,0.0
"Tiretti, Kolkata",150.0,50.0,3.0,9.0,30 minutes,1,1,0,0,3_to_3.9,3,0,0,0,Kolkata,3.295836866004329
"Mico Layout, Stage 2, BTM Layout,Bangalore",300.0,50.0,3.6,13.0,30 minutes,1,1,1,0,3_to_3.9,0,3,0,0,Bengaluru,3.845883202923601
"Raja Bazar, Kolkata",50.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,1,0,0,0,Kolkata,0.0
"FTI College, Law College Road, Pune",350.0,50.0,4.3,418.0,30 minutes,1,1,1,0,greater_equal_4,5,0,2,0,Pune,7.494096455224273
"D-Block, Sector 63, Noida",150.0,50.0,1.0,1.0,45 minutes,0,0,0,0,less_3,1,0,0,1,Noida,0.0
"D-Block, Sector 63, Noida",200.0,50.0,3.4,67.0,45 minutes,1,1,0,0,3_to_3.9,0,3,0,0,Noida,5.428468051013081
Delhi University-GTB Nagar,200.0,50.0,3.0,4.0,30 minutes,1,1,0,0,3_to_3.9,0,1,1,0,Delhi,2.4849066497880004
"Mico Layout, Stage 2, BTM Layout,Bangalore",150.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,3,0,0,0,Bengaluru,0.0
"D-Block, Sector 63, Noida",200.0,50.0,3.5,38.0,30 minutes,1,1,0,0,3_to_3.9,0,2,1,0,Noida,4.890349128221754
"Nathan Road, Mangaldas Road, Pune",150.0,50.0,4.1,237.0,30 minutes,1,1,0,0,greater_equal_4,2,0,0,0,Pune,6.8790471148453936
"FTI College, Law College Road, Pune",200.0,50.0,4.2,343.0,30 minutes,1,1,0,0,greater_equal_4,4,2,0,0,Pune,7.272814972455262
"Yerawada, Pune, Maharashtra",300.0,50.0,4.4,812.0,45 minutes,1,1,1,0,greater_equal_4,3,0,0,1,Pune,8.181104881085894
"Nathan Road, Mangaldas Road, Pune",100.0,50.0,4.2,283.0,30 minutes,1,1,0,0,greater_equal_4,1,0,0,0,Pune,7.080531422932561
Mumbai Central,200.0,50.0,3.1,5.0,30 minutes,1,1,0,0,3_to_3.9,0,1,0,0,Mumbai,2.740840023925201
Delhi Cantt.,200.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,0,2,1,0,Delhi,0.0
Mumbai Central,200.0,99.0,3.4,92.0,45 minutes,1,1,0,1,3_to_3.9,0,1,2,0,Mumbai,5.745564008671156
"MG Road, Pune",200.0,50.0,3.6,40.0,30 minutes,1,1,0,0,3_to_3.9,1,3,0,0,Pune,4.969813299576001
"Delhi High Court, India Gate",150.0,50.0,3.9,432.0,30 minutes,1,1,0,0,3_to_3.9,3,3,0,0,Delhi,7.429402141379711
"Sector 1, Noida",400.0,50.0,4.1,91.0,45 minutes,1,1,1,0,greater_equal_4,2,1,0,0,Noida,5.921846480227112
"Sector 3, Marathalli",200.0,50.0,3.3,10.0,30 minutes,1,1,0,0,3_to_3.9,0,3,0,0,Bengaluru,3.4965075614664802
"Sector 14, Noida",100.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,0,1,1,0,Noida,0.0
"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",250.0,350.0,4.9,4018.0,45 minutes,1,1,1,1,greater_equal_4,0,2,1,0,Gurgaon,9.887774750491461
"Mico Layout, Stage 2, BTM Layout,Bangalore",100.0,50.0,3.6,9.0,30 minutes,1,1,0,0,3_to_3.9,1,1,0,0,Bengaluru,3.4781584227982836
Mumbai Central,350.0,50.0,4.4,282.0,30 minutes,1,1,1,0,greater_equal_4,3,1,1,0,Mumbai,7.123511611862329
"MG Road, Pune",200.0,50.0,3.7,61.0,45 minutes,1,1,0,0,3_to_3.9,0,2,0,0,Pune,5.41920668382349
"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",100.0,50.0,3.5,38.0,30 minutes,1,1,0,0,3_to_3.9,0,3,1,0,Gurgaon,4.890349128221754
"Sandhurst Road, Mumbai CST Area",100.0,50.0,2.7,60.0,45 minutes,1,1,0,0,less_3,0,2,0,0,Mumbai,5.087596335232384
"Mico Layout, Stage 2, BTM Layout,Bangalore",400.0,50.0,4.0,1652.0,45 minutes,1,1,1,0,greater_equal_4,1,0,1,0,Bengaluru,8.796036315200814
"Gora Bazar, Rajbari, North Dumdum, Kolkata",150.0,0.0,2.9,8.0,30 minutes,1,1,0,0,less_3,0,1,1,0,Kolkata,3.1441522786722644
Mumbai Central,250.0,50.0,3.7,212.0,30 minutes,1,1,1,0,3_to_3.9,3,1,0,0,Mumbai,6.664919094322191
"Yerawada, Pune, Maharashtra",100.0,50.0,3.1,6.0,30 minutes,1,1,0,0,3_to_3.9,1,0,0,0,Pune,2.9231615807191558
"Delhi High Court, India Gate",100.0,50.0,4.1,25.0,30 minutes,1,1,0,0,greater_equal_4,1,0,0,0,Delhi,4.629862798578463
"D-Block, Sector 63, Noida",200.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,0,3,0,0,Noida,0.0
"D-Block, Sector 63, Noida",150.0,50.0,3.8,66.0,30 minutes,1,1,0,0,3_to_3.9,2,1,0,0,Noida,5.524655808758766
Majestic,100.0,50.0,3.3,5.0,45 minutes,1,1,0,0,3_to_3.9,0,3,0,0,Bengaluru,2.803360380906535
"Sector 1, Noida",150.0,50.0,4.1,318.0,65 minutes,1,1,0,0,greater_equal_4,2,2,0,0,Noida,7.173038356490439
"Musi Nagar, Malakpet, Hyderabad",100.0,50.0,3.1,4.0,30 minutes,1,1,0,0,3_to_3.9,0,1,0,0,Hyderabad,2.517696472610991
Delhi University-GTB Nagar,200.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,1,1,0,0,Delhi,0.0
Pune University,200.0,50.0,3.8,200.0,30 minutes,1,1,0,0,3_to_3.9,1,0,0,0,Pune,6.633318433280377
"Rmz Centennial, I Gate, Whitefield",250.0,50.0,3.0,13.0,65 minutes,1,1,1,0,3_to_3.9,0,3,0,0,Bengaluru,3.6635616461296463
"Sector 63A,Gurgaon",200.0,50.0,3.9,488.0,45 minutes,1,1,0,0,3_to_3.9,0,1,1,0,Gurgaon,7.551291958988748
"D-Block, Sector 63, Noida",300.0,50.0,4.5,1094.0,45 minutes,1,1,1,0,greater_equal_4,3,2,0,0,Noida,8.5016733797582
Majestic,150.0,50.0,3.5,34.0,65 minutes,1,1,0,0,3_to_3.9,0,2,0,0,Bengaluru,4.77912349311153
"Sector 3, Marathalli",100.0,50.0,3.3,11.0,30 minutes,1,1,0,0,3_to_3.9,0,2,1,0,Bengaluru,3.591817741270805
Mumbai Central,150.0,50.0,3.0,9.0,30 minutes,1,1,0,0,3_to_3.9,1,0,1,0,Mumbai,3.295836866004329
"Delhi High Court, India Gate",650.0,50.0,3.7,1425.0,45 minutes,1,1,1,0,3_to_3.9,0,1,4,0,Delhi,8.57025991235293
"D-Block, Sector 63, Noida",100.0,50.0,3.6,52.0,30 minutes,1,1,0,0,3_to_3.9,2,0,0,1,Noida,5.232177564043492
"Sector 1, Noida",100.0,50.0,3.0,6.0,30 minutes,1,1,0,0,3_to_3.9,3,0,0,1,Noida,2.8903717578961645
"Rmz Centennial, I Gate, Whitefield",100.0,50.0,3.2,7.0,30 minutes,1,1,0,0,3_to_3.9,0,1,0,0,Bengaluru,3.109060958860994
"Sector 3, Marathalli",200.0,99.0,3.7,132.0,45 minutes,1,1,0,1,3_to_3.9,0,2,2,0,Bengaluru,6.1911347422365495
"FTI College, Law College Road, Pune",150.0,50.0,3.7,23.0,30 minutes,1,1,0,0,3_to_3.9,1,0,0,0,Pune,4.443827035579329
"Tejas Nagar Colony, Wadala West, Mumbai",100.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,0,1,0,0,Mumbai,0.0
"Delhi Administration Flats, Timarpur",200.0,50.0,3.5,23.0,65 minutes,1,1,0,0,3_to_3.9,0,1,0,0,Delhi,4.388257184424518
"Chandni Chowk, Kolkata",100.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,2,0,1,0,Kolkata,0.0
"Sandhurst Road, Mumbai CST Area",150.0,50.0,3.9,111.0,45 minutes,1,1,0,0,3_to_3.9,1,0,0,0,Mumbai,6.070506754447935
"Mico Layout, Stage 2, BTM Layout,Bangalore",200.0,50.0,4.3,388.0,45 minutes,1,1,0,0,greater_equal_4,2,0,0,0,Bengaluru,7.4196203623227905
"FTI College, Law College Road, Pune",150.0,50.0,3.6,29.0,30 minutes,1,1,0,0,3_to_3.9,2,0,0,0,Pune,4.648229675448539
"Moulali, Kolkata",100.0,50.0,3.2,12.0,30 minutes,1,1,0,0,3_to_3.9,2,0,0,0,Kolkata,3.6480574595936814
"Rmz Centennial, I Gate, Whitefield",100.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,2,0,1,0,Bengaluru,0.0
"Sector 1, Noida",200.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,0,1,0,0,Noida,0.0
"MG Road, Pune",100.0,50.0,3.3,21.0,30 minutes,1,1,0,0,3_to_3.9,1,1,0,0,Pune,4.238444906195857
"Sector 14, Noida",250.0,50.0,3.6,76.0,30 minutes,1,1,1,0,3_to_3.9,0,2,1,0,Noida,5.611667185748395
"Rmz Centennial, I Gate, Whitefield",150.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,2,0,0,0,Bengaluru,0.0
"Delhi Administration Flats, Timarpur",650.0,50.0,4.0,1731.0,45 minutes,1,1,1,0,greater_equal_4,0,1,2,0,Delhi,8.8427489162961
Delhi Cantt.,100.0,50.0,3.3,9.0,30 minutes,1,1,0,0,3_to_3.9,1,1,0,0,Delhi,3.391147045808654
"Sector 3, Marathalli",150.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,0,1,0,0,Bengaluru,0.0
"Sector 14, Noida",200.0,0.0,3.5,371.0,45 minutes,1,1,0,0,3_to_3.9,0,2,0,0,Noida,7.168965031102803
"Dockyard Road, Mumbai CST Area",150.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,4,0,0,0,Mumbai,0.0
"FTI College, Law College Road, Pune",200.0,50.0,3.6,30.0,30 minutes,1,1,0,0,3_to_3.9,1,0,0,0,Pune,4.68213122712422
"MG Road, Pune",100.0,50.0,3.1,4.0,30 minutes,1,1,0,0,3_to_3.9,0,1,0,0,Pune,2.517696472610991
"Sector 3, Marathalli",250.0,99.0,3.0,15.0,45 minutes,1,1,1,1,3_to_3.9,0,3,0,0,Bengaluru,3.8066624897703196
"Sector 63A,Gurgaon",250.0,50.0,1.0,1.0,30 minutes,0,0,1,0,less_3,0,1,0,0,Gurgaon,0.0
"Sector 1, Noida",100.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,0,2,0,0,Noida,0.0
"Yerawada, Pune, Maharashtra",400.0,50.0,4.3,1918.0,45 minutes,1,1,1,0,greater_equal_4,0,1,3,0,Pune,9.0176532781429
"Mico Layout, Stage 2, BTM Layout,Bangalore",300.0,50.0,4.1,2583.0,30 minutes,1,1,1,0,greater_equal_4,2,0,0,0,Bengaluru,9.267693766806103
"Sandhurst Road, Mumbai CST Area",400.0,200.0,3.7,1723.0,45 minutes,1,1,1,1,3_to_3.9,1,1,1,0,Mumbai,8.760155056178109
Delhi Cantt.,200.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,0,1,0,0,Delhi,0.0
"Sector 63A,Gurgaon",200.0,50.0,4.4,318.0,120 minutes,1,1,0,0,greater_equal_4,2,0,0,1,Gurgaon,7.2436559237043925
"D-Block, Sector 63, Noida",200.0,50.0,3.8,97.0,65 minutes,1,1,0,0,3_to_3.9,2,0,0,1,Noida,5.909712045235723
"Delhi Administration Flats, Timarpur",100.0,50.0,3.3,11.0,45 minutes,1,1,0,0,3_to_3.9,1,1,0,0,Delhi,3.591817741270805
"Sector 3, Marathalli",100.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,0,2,0,0,Bengaluru,0.0
Delhi University-GTB Nagar,200.0,50.0,4.3,250.0,30 minutes,1,1,0,0,greater_equal_4,0,2,0,0,Delhi,6.980075940561763
"Delhi High Court, India Gate",650.0,50.0,3.3,143.0,45 minutes,1,1,1,0,3_to_3.9,0,2,1,0,Delhi,6.156767098732342
"Mico Layout, Stage 2, BTM Layout,Bangalore",100.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,0,1,0,0,Bengaluru,0.0
"Nathan Road, Mangaldas Road, Pune",300.0,50.0,3.5,109.0,45 minutes,1,1,1,0,3_to_3.9,0,3,0,0,Pune,5.9441108507245115
"Noorkhan Bazaar, Malakpet, Hyderabad",50.0,50.0,3.5,12.0,30 minutes,1,1,0,0,3_to_3.9,0,1,0,0,Hyderabad,3.7376696182833684
"Sector 3, Marathalli",200.0,50.0,3.5,60.0,30 minutes,1,1,0,0,3_to_3.9,0,2,0,0,Bengaluru,5.3471075307174685
"MG Road, Pune",250.0,50.0,3.4,27.0,65 minutes,1,1,1,0,3_to_3.9,0,3,0,0,Pune,4.519612297626445
"MG Road, Pune",550.0,50.0,4.0,965.0,45 minutes,1,1,1,0,greater_equal_4,0,1,3,0,Pune,8.258422462458876
"D-Block, Sector 63, Noida",200.0,50.0,4.4,526.0,45 minutes,1,1,0,0,greater_equal_4,1,1,2,0,Noida,7.746905753661926
"Tejas Nagar Colony, Wadala West, Mumbai",200.0,50.0,3.1,5.0,30 minutes,1,1,0,0,3_to_3.9,0,1,0,0,Mumbai,2.740840023925201
"Mico Layout, Stage 2, BTM Layout,Bangalore",150.0,50.0,4.2,195.0,30 minutes,1,1,0,0,greater_equal_4,1,0,0,0,Bengaluru,6.70808408385307
Pune University,200.0,50.0,3.4,11.0,30 minutes,1,1,0,0,3_to_3.9,0,1,0,0,Pune,3.6216707044204863
"Dockyard Road, Mumbai CST Area",100.0,50.0,3.7,60.0,30 minutes,1,1,0,0,3_to_3.9,0,0,1,0,Mumbai,5.402677381872279
Mumbai Central,400.0,50.0,4.0,723.0,65 minutes,1,1,1,0,greater_equal_4,0,2,1,0,Mumbai,7.969703583278656
Delhi University-GTB Nagar,250.0,50.0,4.0,712.0,45 minutes,1,1,1,0,greater_equal_4,0,2,1,0,Delhi,7.954372272531867
"FTI College, Law College Road, Pune",150.0,50.0,3.9,34.0,30 minutes,1,1,0,0,3_to_3.9,2,0,0,0,Pune,4.887337077751762
Delhi University-GTB Nagar,150.0,50.0,3.8,100.0,30 minutes,1,1,0,0,3_to_3.9,2,0,0,0,Delhi,5.940171252720432
"Delhi Administration Flats, Timarpur",500.0,99.0,4.0,972.0,65 minutes,1,1,1,1,greater_equal_4,1,1,2,0,Delhi,8.265650165580329
"Delhi Administration Flats, Timarpur",100.0,50.0,3.5,63.0,30 minutes,1,1,0,0,3_to_3.9,0,1,0,0,Delhi,5.395897694886901
